year,name,content,area,budget_submitted,budget_approved,account,department,type,vendor
111,,下營區西連里茅港尾段4307-1地號道路改善工程,下營區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,大內區環湖里燒灰子龍山橋旁農路排水改善工程,大內區,,,農業工程及農路改善,農業局,公開取得,鑫旺土木包工業
111,,崇明里活動中心內部設備年久損壞修繕,東區,,,自治行政,民政局,逕洽廠商,英能空調工程行
111,,六甲區七甲里七甲街路面改善工程,六甲區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,七股區鹽埕里八間厝周邊道路路面改善工程,七股區,,,工程建築及設備,工務局,公開招標,國宏土木包工業
111,,佳里區南下營中排二支線改善工程,佳里區,,,水利工程,水利局,公開招標,天水土木包工業
111,,玉井區層林里(九層林段596-4等地號)農路改善工程,玉井區,,,農地農用管理業務,農業局,公開取得,南億營造有限公司
111,,永康區洲工街連接堤防道路排水改善工程,永康區,,,工程建築及設備,工務局,公開招標,泰旺土木包工業
111,,關廟區大富街301巷7弄路面改善工程,關廟區,,,自治行政,民政局,公開取得,瑞璋土木包工業
111,,官田區二鎮里鎮南段616地號道路改善工程,官田區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,將軍區將軍里南20線道路改善工程,將軍區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,永康區永大路二段986巷等道路改善工程,永康區,,,自治行政,民政局,公開取得,永代土木包工業
111,,關廟區下湖段494地號排水改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得中,
111,,西港區曾文溪右岸高灘地通行便道改善工程,西港區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
111,,官田區渡拔里三塊厝段51及57地號旁農路改善工程,官田區,,,農業工程及農路改善,農業局,公開取得,國宏土木包工業
111,,音樂英語教室設備及高壓電氣更新,北區,,,教育局(處)其他設備,教育局,"逕洽廠商 共同供應契約","志安機電科技有限公司 聯春工程股份有限公司 禾洋資訊有限公司 台灣神翼科技有限公司 耕昇電腦資訊有限公司 良崧有限公司 沐泉室内裝修設計有限公司"
111,,土崎里礁坑仔(礁坑高枝11左11)農路改善工程,龍崎區,,,農業工程及農路改善,農業局,公開招標,國誠營造股份有限公司
111,,龍崎區中坑里馬鞍農路(大溪高分13左2至大溪高分13左9)改善工程,龍崎區,,,農業工程及農路改善,農業局,公開招標,國誠營造股份有限公司
111,,新市區大社里大社723號前蒐集水路工程,新市區,,,水利工程,水利局,公開取得報價單或企劃書,佳禾土木包工業
111,,後壁區嘉苳里下茄苳排水(蘭花園區北側)護岸改善工程,後壁區,,,水利工程,水利局,公開招標,侑珅營造有限公司
111,,永康區三合里南工街247巷35弄等道路改善工程,永康區,,,工程建築及設備,工務局,公開招標,晟富營造有限公司
111,,省躬國小棒球場周邊通道鋪面改善工程,南區,,,自治行政,民政局,逕洽廠商,翔安土木包工業
111,,柳營區太康里雲霄太子殿南側庄內道路改善工程,柳營區,,,工程建築及設備,工務局,公開招標,東奕土木包工業
111,,七股區大埕里社區排水排水改善延續工程,七股區,,,水利工程,水利局,公開招標,方章營造有限公司
111,,龍崎區崎頂段22、22-1地號野溪二期工程,龍崎區,,,水利工程,水利局,公開招標,凌暘營造有限公司
111,,白河區秀祐里豐慶街計畫道路改善工程,白河區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,111-東勢里民權路道路改善工程,楠西區,,,工程建築及設備,工務局,公開招標,戴竹工程有限公司
111,,永康區復華里復華十街等道路改善工程,永康區,,,工程建築及設備,工務局,公開招標,晟富營造有限公司
111,,西港區南45線檨林里段等道路改善工程,西港區,,,工程建築及設備,工務局,公開招標,宏亞營造有限公司
111,,關廟區布袋里長裕街農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,益晟土木包工業
111,,新化區那拔里那拔林89之36旁農路修繕工程,新化區,,,農業工程及農路改善,農業局,公開取得,東亦土木包工業
111,,港東里、後營里廣播設備改善,西港區,,,"自治行政 建築及設備",民政局,逕洽廠商,暢泓科技顧問企業社
111,,111-密枝里地號444三進農路支線農路排水改善工程,楠西區,,,農地農用管理業務,農業局,公開取得,仕澂營造有限公司
111,,大內區曲溪里牛稠仔口農路邊坡改善工程,大內區,,,農業工程及農路改善,農業局,公開取得,奕晨土木包工業
111,,學校大門大理石破裂改善工程,下營區,,,教育局(處)土地購置,教育局,公開招標,銘慧營造股份有限公司
111,,關廟區山西里文衡段1256地號旁排水溝改善工程,關廟區,,,自治行政,民政局,公開招標,東鑫土木包工業
111,,旭山里11鄰巷道（旭山高幹7A3）排水改善工程,柳營區,,,自治行政,民政局,公開取得,承委土木包工業
111,,關廟區北勢里北新二號橋旁護岸二期工程,關廟區,,,水利工程,水利局,公開招標,凌暘營造有限公司
111,,關廟區新光里新園段5地號農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,三和土木包工業
111,,東山區東中里北馬農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,益成土木包工業
111,,麻豆區謝厝寮69號前道路改善工程,麻豆區,,,自治行政,民政局,公開招標,東奕土木包工業
111,,南化區東和里龍湖高分3左11坡面排水改善工程,南化區,,,水利工程,水利局,公開招標,方章營造有限公司
111,,校門口花圃外矮牆整修工程,中西區,,,教育局(處)土地購置,教育局,逕洽廠商,吉鎂工程行
111,,安定區港口里南133線側溝改善工程,安定區,,,工程建築及設備,工務局,公開招標,佳霖土木包工業
111,,永康區中興里中華路216巷1弄等路面改善工程,永康區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,東山區嶺南里西勢角土地公山農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,奕昌土木包工業
111,,玉井區三埔里三埔段886等地號農路改善工程,玉井區,,,農業工程及農路改善,農業局,公開取得中,
111,,班級水洗黑板更新,中西區,,,教育局(處)其他設備,教育局,公開招標,尚真事業有限公司
111,,111-灣丘里南188區道2K+350~2K+450側溝加蓋改善工程,楠西區,,,工程建築及設備,工務局,公開招標中,
111,,楠西區楠西里茄拔路126巷排水改善,楠西區,,,自治行政,民政局,公開取得,仕澂營造有限公司
111,,白河區仙草里9鄰農路(岩前高分29)排水改善工程,白河區,,,農業工程及農路改善,農業局,公開招標,茂盛土木包工業
111,,西港區慶安里新興街道路改善工程,西港區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,西港區竹林排水(近中州段2734地號)護岸改善工程(第2期),西港區,,,水利工程,水利局,公開招標,瓏泰土木包工業
111,,佳里區塭內里廣播汰換工程,佳里區,,,"建築及設備 自治行政",民政局,逕洽廠商,暢泓科技顧問企業社
111,,永康區和平東路21巷道路改善工程,永康區,,,工程建築及設備,工務局,公開招標,再生營造有限公司
111,,西門路二段(友愛街至中正路)側溝改善工程,中西區,,,工程建築及設備,工務局,公開招標中,
111,,關廟區布袋里深坑子段876地號旁農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,三和土木包工業
111,,白河區河東里5鄰70之1號民宅旁農路排水改善工程,白河區,,,農業工程及農路改善,農業局,公開取得,山豪土木包工業
111,,東山區三榮里南100-1線下寮子(三榮高分19-1~24)道路改善工程,東山區,,,工程建築及設備,工務局,公開招標,益成土木包工業
111,,曾文溪51號水門堤後排水防汛道路改善工程,大內區,,,水利工程,水利局,公開取得報價單或企劃書,瓏泰土木包工業
111,,佳里區佳里興434-4號前道路改善工程,佳里區,,,自治行政,民政局,公開取得,鋐暘土木包工業
111,,改善及充實教學設備,中西區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,"佑吉土木包工業 國芝數位科技股份有限公司 來而康醫療器材有限公司 嘉友電子股份有限公司 嘉友電子股份有限公司"
111,,府南里活動中心汰換窗簾冰箱,南區,,,"建築及設備 自治行政",民政局,逕洽廠商,"友新帆布行 大盟電器行"
111,,佳里區建南里建中街(中山路至光復路間)道路鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,弘燿營造有限公司
111,,山上區平陽里臺二十線旁野溪整治延續工程(第六期),山上區,,,水利工程,水利局,公開招標,琮富土木包工有限公司
111,,安平區億載里活動中心增設冷氣及電力改善工程(2樓),安平區,,,建築及設備,民政局,逕洽廠商,"麥得森企業有限公司 山本水電材料行"
111,,西港區竹林里竹林排水(劉厝段1915地號旁)加蓋及安全設施工程,西港區,,,水利工程,水利局,公開取得報價單或企劃書,鑫旺土木包工業
111,,白河區六溪檨仔坑支線農路改善工程,白河區,,,農業工程及農路改善,農業局,公開取得,山豪土木包工業
111,,永康區勝利里活動中心購置冷氣,永康區,,,建築及設備,民政局,共同供應契約,大盟空調冷凍機械有限公司
111,,戶外遊戲場地墊更換,北區,,,教育局(處)其他設備,教育局,逕洽廠商,"佳芊橡膠科技有限公司 堃霖土木包工業有限公司"
111,,下營區開化里南54線(19甲東側)道路改善工程,下營區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,白河區六溪里南97線(頂埔高分4)道路改善工程,白河區,,,工程建築及設備,工務局,公開招標中,
111,,歸仁區南保里中山九街及中山九街7巷路面改善工程,歸仁區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
111,,佳里區安西里公園路467巷1~17號路面改善工程,佳里區,,,自治行政,民政局,公開取得,益晟土木包工業
111,,佳里區鎮山里四安街廣播設備增設,佳里區,,,"自治行政 建築及設備",民政局,逕洽廠商,廣昕科技企業社
111,,關廟區埤頭里埤子頭段1044-1地號旁大排改善工程,關廟區,,,水利工程,水利局,公開招標,凌暘營造有限公司
111,,北門區玉港西埔內南9側溝加蓋改善工程,北門區,,,工程建築及設備,工務局,公開招標,冠金土木包工業
111,,麻豆區興農里新生南路373巷59號前側溝及道路改善工程,麻豆區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,北門區永隆里社區集會所防水改善工程,北門區,,,自治行政,民政局,公開取得,冠金土木包工業
111,,劉厝里、港東里廣播設備改善,西港區,,,建築及設備,民政局,逕洽廠商,暢泓科技顧問企業社
111,,校園澆灌系統建置,麻豆區,,,教育局(處)土地購置,教育局,逕洽廠商,立旺科技工程行
111,,大內區二溪里其子瓦田仔尾(其瓦高幹56)護坡改善工程,大內區,,,水利工程,水利局,公開招標,聖豐土木包工業
111,,麻豆區安業里北極殿前南49-2區道及安業派出所旁道路改善工程,麻豆區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,三慶里紅茄社區20號之1等5處路面改善工程,學甲區,,,工程建築及設備,工務局,公開取得報價單或企劃書,廣泰營造有限公司
111,,新市區港墘里大同街49號旁路面改善工程,新市區,,,工程建築及設備,工務局,公開招標,昶清營造有限公司
111,,111年度玉井區玉田里民族路(中山路至民生路間)AC道路改善工程,玉井區,,,工程建築及設備,工務局,公開招標,戴竹工程有限公司
111,,鹽水區三和里三和段567等地號產業道路改善工程,鹽水區,,,農業工程及農路改善,農業局,公開取得,統新營造有限公司
111,,北門區渡子頭南2路面改善工程,北門區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,下營區南70-1道路改善工程,下營區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,永康細綠二公園更新改造,永康區,,,建築及設備,都市發展局,公開招標,"蓁泰營造有限公司 禾拓規劃設計顧問有限公司"
111,,七股區龍山里國安生產國安橋旁道路後續改善工程,七股區,,,工程建築及設備,工務局,公開招標,禾湧工程顧問有限公司
111,,"白河區南92線大竹里(玉豐高幹61右 5N2370OFD01)道路改善工程",白河區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,官田區角秀段216-106地號周邊農路改善工程,官田區,,,農業工程及農路改善,農業局,公開招標,金定土木包工業
111,,左鎮區舊台20乙線(130-9至131號)側溝改善工程,左鎮區,,,工程建築及設備,工務局,公開招標,元第土木包工業
111,,六甲區龜港里116巷及80巷23弄路面改善工程,六甲區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,東山區青山里龍湖山(1146)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,蜂展土木工程有限公司
111,,佳里區和平街27巷道路改善工程,佳里區,,,自治行政,民政局,公開取得,益晟土木包工業
111,,歸仁區大潭里長榮路二段一巷尾農路路面改善工程,歸仁區,,,農業工程及農路改善,農業局,公開招標,愈達土木包工業有限公司
111,,麻豆區海埔里社區排水改善工程,麻豆區,,,下水道工程,水利局,公開招標,健曜土木包工業
111,,嘉同里97-18號至金安宮道路改善工程,安定區,,,自治行政,民政局,公開取得,統新營造有限公司
111,,南化里紫竹寺旁農路(烏山高分124)改善工程,南化區,,,農業工程及農路改善,農業局,公開招標辦理中,
111,,新市區潭頂段908-1經914-9至9330-1等地號農路改善工程,新市區,,,農業工程及農路改善,農業局,公開取得,瑞璋土木包工業
111,,下營區賀建里麻豆寮段1471-33地號社區道路改善,下營區,,,自治行政,民政局,公開招標,昶清營造有限公司
111,,關廟區文小二運動公園壘球場全壘打牆護墊改善,關廟區,,,自治行政,民政局,逕洽廠商,精英工程行
111,,北華里活動中心電梯故障維修,北區區,,,自治行政,民政局,逕洽廠商,勝堃有限公司
111,,110-麻豆區前後班段1008等4筆地號道路改善工程,麻豆區,,,農業工程及農路改善,農業局,公開招標,再生營造有限公司
111,,110-楠西區灣丘里明興高分33左5農路改善工程,楠西區,,,農業工程及農路改善,農業局,公開取得,劼揚營造有限公司
111,,大福里活動中心投影機汰換,東區,,,建築及設備,民政局,逕洽廠商,世界電腦科技資訊社
111,,麻豆區寮廍里寮子廍1-6號前側溝新建工程,麻豆區,,,工程建築及設備,工務局,公開招標中,
111,,歸仁區八甲里活動中心屋頂防水工程,歸仁區,,,自治行政,民政局,逕洽廠商,旺昌營造有限公司
111,,安南區溪頂溪東里聯合活動中心無障礙設施工程,安南區,,,自治行政,民政局,公開取得,永輝工程股份有限公司
111,,110-照興里石壁腳野溪整治二期工程,楠西區,,,水利工程,水利局,公開招標,九琦營造有限公司
111,,佳里區下營里頂廍78至53號宅前巷道改善工程,佳里區,,,自治行政,民政局,公開取得,東奕土木包工業
111,,南都里華南段661地號空地綠美化及修繕,南區,,,自治行政,民政局,逕洽廠商,三橋營造有限公司
111,,白河區崁頭里行祥橋路面改善工程,白河區,,,工程建築及設備,工務局,公開招標,威遠營造股份有限公司
111,,關廟區花園里菩提高分21右13農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,盛進營造有限公司
111,,七股區後港里南28線路面改善工程,七股區,,,工程建築及設備,工務局,公開招標,國宏土木包工業
111,,升降課桌椅,麻豆區,,,教育局(處)其他設備,教育局,逕洽廠商,華成家具股份有限公司
111,,北門區新圍漁產道路(487-2)路面改善工程,北門區,,,漁業建設,農業局,公開取得,東奕土木包工業
111,,七股區篤加里南32線及周遭(文衡殿牌樓)道路改善工程,七股區,,,工程建築及設備,工務局,公開招標,國宏土木包工業
111,,新化區那拔林段758地號旁農路修繕工程,新化區,,,農業工程及農路改善,農業局,公開取得,東亦土木包工業
111,,小腳腿多功能活動中心一層平面變更用途併室內裝修工程,柳營區,,,自治行政,民政局,公開招標,合笙土木包工業
111,,北門區海埔養殖區護欄塊延續性新增工程,北門區,,,漁業建設,農業局,公開取得,冠金土木包工業
111,,111-灣丘里鳳興活動中心村里聯絡道路改善工程,楠西區,,,自治行政,民政局,公開取得招標中,
111,,下營區茅營里巷道改善工程,下營區,,,自治行政,民政局,公開招標,昶清營造有限公司
111,,電子佈告欄宣導顯示器購置,新營區,,,教育局(處)其他設備,教育局,逕洽廠商,耕昇電腦資訊有限公司
111,,永康區永興路（永大一路至文化路）道路排水改善工程,永康區,,,工程建築及設備,工務局,公開招標,泰旺土木包工業
111,,大內區石城里往石林里路面改善工程,大內區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,六甲區林鳳營240號之89前路面改善工程（林鳳國小旁社區）,六甲區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
111,,校園通道改善工程,後壁區,,,教育局(處)土地購置,教育局,公開招標,神工營造有限公司
111,,111-南區萬年路726號旁道路改善工程,南區,,,農業工程及農路改善,農業局,公開招標,盛進營造有限公司
111,,關廟區布袋里走珍園農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,瑞璋土木包工業
111,,東山區南勢里冷水坑(林班高分4A2A1)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,益成土木包工業
111,,"龍崎區牛埔里烏山腳第3鄰巷道(烏山高分21)改善工程 龍崎區牛埔里烏山腳第3鄰巷道(牛埔幹45左分27)改善工程",龍崎區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
111,,學甲區豐和里南53線旁等6處魚塭道路改善工程,學甲區,,,漁業建設,農業局,公開招標,金定土木包工業
111,,歸仁區文化里文化北街路面改善工程,歸仁區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
111,,七股區大埕里番仔塭活動中心冷氣設備汰換,七股區,,,建築及設備,民政局,逕洽廠商,富麗電器行
111,,下營區茅港尾段3069及1014-2地號道路改善工,下營區,,,自治行政,民政局,公開招標,嘉安土木包工業
111,,歸仁區崙頂新厝聯合活動中心吊扇及公佈欄更換,歸仁區,,,"建築及設備 自治行政",民政局,逕洽廠商,"盈昌廣告社 一鑫水電工程有限公司"
111,,安南區安和里和成段545等15筆地號認養空地增設體建設施,安南區,,,建築及設備,民政局,逕洽廠商,福田工程行
111,,學甲區新頭港部落及舊頭港29-2號前道路改善工程,學甲區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,白河區廣蓮里八掌溪旁農路改善工程,白河區,,,農業工程及農路改善,農業局,公開招標,山豪土木包工業
111,,白河區永安里新生路（新興路至中正路區間）道路改善工程,白河區,,,工程建築及設備,工務局,公開招標,威遠營造股份有限公司
111,,110年度玉井區豐里里(口宵里段337、325等地號)農路改善工程,玉井區,,,農業工程及農路改善,農業局,公開取得,比撒列土木工程有限公司
111,,永康區尚頂里鎮南宮圍牆彩繪工程,永康區,,,自治行政,民政局,逕洽廠商,亞紀科技有限公司
111,,左鎮區睦光里灣弓湖野溪護岸改善工程,左鎮區,,,水利工程,水利局,公開招標,億益營造工程有限公司
111,,龍崎區土崎里觀音山排水改善工程,龍崎區,,,水利工程,水利局,公開招標,上品營造股份有限公司
111,,歸仁區八甲里大明二街30巷內農路排水改善工程,歸仁區,,,農業工程及農路改善,農業局,公開招標,國富土木包工業
111,,關廟區關廟里文中二公園增設體建設施及休閒座椅,關廟區,,,建築及設備,民政局,逕洽廠商,亦加工程行
111,,北區精忠街96新村周邊等側溝路面改善工程,北區,,,工程建築及設備,工務局,公開招標,華光土木包工業
111,,110-東勢里97-1農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,建欣土木包工業
111,,「東山區里南溪里部落(南溪20-1左1~20-1左14)道路改善工程」,東山區,,,工程建築及設備,工務局,公開招標,福林土木包工業
111,,下營區南59黑橋南岸等四處抽水平台工程,下營區,,,水利工程,水利局,公開招標,中洋土木包工業
111,,110年度玉井區豐里里番仔埔(口宵里段309-1、311-3等地號旁)排水改善工程,玉井區,,,水利工程,水利局,公開招標,古都營造有限公司
111,,官田區二鎮里鎮森路側溝導流新建工程,官田區,,,工程建築及設備,工務局,公開招標,良威土木包工業
111,,小崙里北庄仔(南化高幹235旁)路口改善工程,南化區,,,自治行政,民政局,公開取得,宏昌土木包工業
111,,善化區德興段421地號農路改善工程,善化區,,,農業工程及農路改善,農業局,公開取得,益晟土木包工業
111,,府安路五段(海佃路至157巷)北側側溝改善工程,安南區,,,工程建築及設備,工務局,研議中,
111,,七股區中寮里庄內木柵欄杆整修,七股區,,,自治行政,民政局,逕洽廠商,泳富工程行
111,,柳營區東昇里柳營512之12號前及中山西路一段140巷道路改善工程,柳營區,,,工程建築及設備,工務局,公開招標,東弈土木包工業
111,,新市區忠孝街201巷2弄路面改善工程,新市區,,,工程建築及設備,工務局,公開招標,昶清營造有限公司
111,,西港區堀仔頭社區排水溝(港東段1156地號)改善工程,西港區,,,水利工程,水利局,公開取得報價單或企劃書,鑫旺土木包工業
111,,佳里區佳西路525巷路面改善工程,佳里區,,,自治行政,民政局,公開招標,金逸土木工程有限公司
111,,西港區竹林排水(近州海段1172地號)護岸改善工程,西港區,,,水利工程,水利局,公開招標,瓏泰土木包工業
111,,下營區開化里廣播系統工程,下營區,,,建築及設備,民政局,逕洽廠商,強升電訊有限公司
111,,北門里活動中心購置靠背椅及椅推車,北區,,,自治行政,民政局,逕洽廠商,鑫鎰錩工程行
111,,飲水設備汰舊更新及教學平板充電車購置,麻豆區,,,教育局(處)其他設備,教育局,逕洽廠商,"賀眾企業股份有限公司 韓森資訊有限公司"
111,,龍崎區中坑里中坑仔內農路改善工程,龍崎區,,,農業工程及農路改善,農業局,公開招標,新志發營造有限公司
111,,新市區橋頭段9376地號斜坡道工程,新市區,,,農業工程及農路改善,農業局,公開取得,劼揚營造有限公司
111,,南區大同路二段482巷74弄花鄉公園旁道路擋土牆改善工程,南區,,,工程建築及設備,工務局,公開招標中,
111,,關廟區布袋里布袋尾段202地號及175-2地號旁農路改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,承立營造有限公司
111,,歸仁區忠孝南路25巷及36弄內排水改善工程,歸仁區,,,工程建築及設備,工務局,公開招標,維信土木包工業
111,,學甲區三慶里頂洲150號之1前路面改善工程,學甲區,,,自治行政,民政局,公開招標,國宏土木包工業
111,,白河區汴頭里林仔內農路改善工程,白河區,,,農業工程及農路改善,農業局,公開招標,茂盛土木包工業
111,,官田區東西庄段685地號農路改善工程,官田區,,,農業工程及農路改善,農業局,公開取得,東奕土木包工業
111,,北門區永華活動中心改善工程,北門區,,,自治行政,民政局,公開取得,佑鴻土木包工業
111,,七股區篤加里(凱士士對面)漁塭道路改善工程,七股區,,,漁業建設,農業局,公開取得,東奕土木包工業
111,,北門區錦湖里渡子頭(470-22)漁產道路路面改善工程,北門區,,,養殖漁業發展業務,農業局,公開取得,嘉安土木包工業
111,,左鎮區中正里5鄰部落聯絡道路改善工程,左鎮區,,,自治行政,民政局,公開取得,鋐暘土木包工業
111,,白河區永安里國泰路(三民路至忠孝街區間)道路側溝改善工程,白河區,,,工程建築及設備,工務局,公開招標,承委土木包工業
111,,北門區蚵寮里新厝漁產道路(968、971)路面改善工程,北門區,,,漁業建設,農業局,公開取得,東奕土木包工業
111,,佳里區鎮山文中二足球場、籃球場維護修繕計畫,佳里區,,,建築及設備,體育局(原體育處),逕洽廠商,東澤科技工程行
111,,永康區大橋一街103巷188號等路面改善工程,永康區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,北門區珠蘆地區產業道路路面擋土牆新建工程,北門區,,,農業工程及農路改善,農業局,公開取得,冠金土木包工業
111,,歸仁區後市里大通路路面改善工程,歸仁區,,,自治行政,民政局,公開取得,育禎土木包工業
111,,中坑里內潭(路燈2085)農路排水(二期)改善工程,龍崎區,,,農業工程及農路改善,農業局,公開招標,國誠營造股份有限公司
111,,官田區官田里八田段1077地號側溝改善工程,官田區,,,工程建築及設備,工務局,公開招標中,
111,,新營區中正路巷內農路改善工程,新營區,,,農業工程及農路改善,農業局,公開取得,城峻土木包工業
111,,柳營區大農里農場17之3號前道路改善工程,柳營區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,歸仁區大廟里保西代天府地下室增設冷氣,歸仁區,,,建築及設備,民政局,共同供應契約,華菱科技股份有限公司
111,,佳里區塭內里塭仔內75號旁社區巷道鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,鋐暘土木包工業
111,,太康有機排水改善工程,柳營區,,,農業工程及農路改善,農業局,公開招標,柏承營造有限公司
111,,關廟區五甲里五甲路往日月湖道路排水改善工程,關廟區,,,自治行政,民政局,公開取得,宏田營造有限公司
111,,110-楠西區楠西里紅毛高分11農路改善工程,楠西區,,,農地農用管理業務,農業局,公開取得,劼揚營造有限公司
111,,玉井區望明里振安宮旁連絡道路改善,玉井區,,,自治行政,民政局,公開取得,戴竹工程有限公司
111,,新營體育場桌球室球桌,新營區,,,建築及設備,體育局(原體育處),逕洽廠商,南運體育用品股份有限公司
111,,竹溪里活動中心電梯修繕,南區,,,自治行政,民政局,限制性招標,百朝股份有限公司高雄分公司
111,,大內區內郭里內後堀溪洲(二溪高幹22-3)農路改善工程,大內區,,,農業工程及農路改善,農業局,公開取得,聖豐土木包工業
111,,龍崎區土崎里162-1區道(烏樹幹15至尖峰高幹317)改善工程,龍崎區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
111,,永康區崑山里國光一街70巷路面改善工程,永康區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,北區文賢國小籃球框架設補助,北區,,,建築及設備,體育局(原體育處),逕洽廠商,南星實業社
111,,學甲區慈福里民族路道路改善工程,學甲區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,六甲區王爺里九層林產業道路邊坡改善工程,六甲區,,,農地農用管理業務,農業局,公開招標,良威土木包工業
111,,鯤鯓抽水站旁漁產道路修繕工程,南區,,,漁業建設,農業局,逕洽廠商,翔安土木包工業
111,,將軍區中社段86等地號道路改善工程,將軍區,,,工程建築及設備,工務局,公開招標中,
111,,玉山里柚仔腳農路(柚仔腳高分56右23)排水改善工程補助案,南化區,,,農地農用管理業務,農業局,規劃設計中,
111,,龍崎區石嘈里石子坑坡面排水改善工程,龍崎區,,,水利工程,水利局,公開招標,晉旺土木包工業
111,,永康區中正路764巷21弄路面改善工程,永康區,,,自治行政,民政局,公開取得招標中,
111,,關廟區深坑里深坑子段577地號旁農路擋土牆改善工程,關廟區,,,農業工程及農路改善,農業局,公開取得,三和土木包工業
111,,東山區水雲里南103線(牛山高幹137)道路改善工程,東山區,,,工程建築及設備,工務局,公開招標,佑聖土木包工業
111,,楠西區鹿田里保生段151地號旁排水改善工程,楠西區,,,水利工程,水利局,公開招標,古都營造有限公司
111,,三慶里南6線(新芳段)道路改善工程,學甲區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
111,,學甲區大灣中排1K+100至1K+350排水改善工程,學甲區,,,水利工程,水利局,公開招標,佳霖土木包工業
111,,永康區國光八街60巷道路排水改善工程,永康區,,,工程建築及設備,工務局,公開招標,泰旺土木包工業
111,,111年度玉井區玉田里民族路(中山路至民生路間)AC道路改善工程,玉井區,,,工程建築及設備,工務局,公開招標,東奕土木包工業
111,,龍崎區崎頂里虎形山公園許縣溪上游崩塌地處理工程,龍崎區,,,水利工程,水利局,公開招標,晉旺土木包工業
111,,佳里區安西里忠孝南段1002地號農路改善工程,佳里區,,,農業工程及農路改善,農業局,公開取得,國宏土木包工業
111,,仁德區德善路290巷9弄側溝改善工程,仁德區,,,工程建築及設備,工務局,公開取得報價單或企劃書中,
111,,新化區大坑里中興段974地號道路排水改善工程,新化區,,,農業工程及農路改善,農業局,公開招標,新志發營造有限公司
111,,東和里金馬寮農路(金馬113右14)改善工程補助案,南化區,,,農地農用管理業務,農業局,公開取得,啟勝土木包工業
111,,小崙里照東農路(興化高幹26右20)改善工程,南化區,,,農業工程及農路改善,農業局,公開招標,啟勝土木包工業
111,,安定區新吉里南131線道路側溝（新吉126-10號前）新建工程,安定區,,,工程建築及設備,工務局,公開取得報價單,佳霖土木包工業
111,,北門區北馬地區產業道路改善工程,北門區,,,農業工程及農路改善,農業局,公開取得,金定土木包工業
111,,學甲區秀昌里煥昌牌樓旁道路改善工程,學甲區,,,工程建築及設備,工務局,公開招標,億生營造有限公司
111,,永康區埔園街(中山路至四維街)等路面改善工程,永康區,,,工程建築及設備,工務局,公開招標,晟富營造有限公司
111,,柳營代天院前廣場綠化改造,柳營區,,,都市發展局-建築及設備,柳營區公所,公開招標,"欣義營造有限公司 三生規劃設計有限公司"
111,,新光里新埔段323-2地號農地排水改善工程,關廟區,,,農業工程及農路改善,農業局,公開招標,東鑫土木包工業
111,,永康區復華里復華七街等道路改善工程,永康區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
